# format: as|source|type
# date: 20150802
# name: as2type
# exe: type-convert-amogh.pl
# files: /project/as2org/20150801/asclass/exp-sets/20150801.merged.class.txt
# types: Content|Enterpise|Transit/Access
26239|CAIDA_class|Enterpise
26241|CAIDA_class|Transit/Access
26243|CAIDA_class|Transit/Access
26244|CAIDA_class|Transit/Access
26245|CAIDA_class|Enterpise
26246|CAIDA_class|Enterpise
26247|CAIDA_class|Transit/Access
26249|manual_class|Enterpise
26250|CAIDA_class|Enterpise
26251|CAIDA_class|Enterpise
26252|CAIDA_class|Transit/Access
26253|peerDB_class|Transit/Access
26254|manual_class|Enterpise
26255|CAIDA_class|Enterpise
26257|CAIDA_class|Enterpise
26258|CAIDA_class|Enterpise
26259|CAIDA_class|Transit/Access
26260|CAIDA_class|Enterpise
26261|CAIDA_class|Enterpise
26262|CAIDA_class|Enterpise
26263|CAIDA_class|Transit/Access
26264|CAIDA_class|Enterpise
26265|CAIDA_class|Enterpise
26266|CAIDA_class|Enterpise
26267|CAIDA_class|Enterpise
26269|CAIDA_class|Transit/Access
26271|CAIDA_class|Transit/Access
26272|CAIDA_class|Transit/Access
26275|CAIDA_class|Enterpise
26276|CAIDA_class|Enterpise
26277|CAIDA_class|Content
26279|CAIDA_class|Transit/Access
26280|CAIDA_class|Enterpise
26281|CAIDA_class|Enterpise
26282|peerDB_class|Content
26284|CAIDA_class|Transit/Access
26286|CAIDA_class|Transit/Access
26287|CAIDA_class|Enterpise
26288|peerDB_class|Transit/Access
26289|CAIDA_class|Enterpise
26290|CAIDA_class|Enterpise
26292|peerDB_class|Transit/Access
26293|CAIDA_class|Transit/Access
26294|CAIDA_class|Transit/Access
26295|CAIDA_class|Transit/Access
26296|CAIDA_class|Enterpise
26297|CAIDA_class|Enterpise
26298|CAIDA_class|Enterpise
26300|CAIDA_class|Transit/Access
26301|CAIDA_class|Enterpise
26302|CAIDA_class|Enterpise
26303|CAIDA_class|Transit/Access
26305|CAIDA_class|Enterpise
26306|CAIDA_class|Transit/Access
26307|CAIDA_class|Enterpise
26308|CAIDA_class|Enterpise
26309|CAIDA_class|Enterpise
26310|CAIDA_class|Enterpise
26311|CAIDA_class|Enterpise
26312|peerDB_class|Transit/Access
26314|CAIDA_class|Enterpise
26316|CAIDA_class|Transit/Access
26317|CAIDA_class|Transit/Access
26318|CAIDA_class|Enterpise
26319|CAIDA_class|Enterpise
26320|peerDB_class|Enterpise
26321|CAIDA_class|Transit/Access
26322|CAIDA_class|Transit/Access
26323|CAIDA_class|Enterpise
26324|CAIDA_class|Enterpise
26325|CAIDA_class|Enterpise
26326|CAIDA_class|Enterpise
26327|CAIDA_class|Enterpise
26328|CAIDA_class|Transit/Access
26329|CAIDA_class|Transit/Access
26330|CAIDA_class|Enterpise
26332|CAIDA_class|Enterpise
26333|CAIDA_class|Transit/Access
26334|CAIDA_class|Enterpise
26335|CAIDA_class|Transit/Access
26336|CAIDA_class|Enterpise
26339|CAIDA_class|Transit/Access
26340|CAIDA_class|Enterpise
26341|CAIDA_class|Content
26342|CAIDA_class|Enterpise
26343|CAIDA_class|Enterpise
26344|CAIDA_class|Enterpise
26345|CAIDA_class|Enterpise
26346|CAIDA_class|Enterpise
26347|peerDB_class|Content
26348|CAIDA_class|Transit/Access
26349|CAIDA_class|Enterpise
26351|CAIDA_class|Enterpise
26353|CAIDA_class|Enterpise
26354|CAIDA_class|Enterpise
26355|CAIDA_class|Enterpise
26357|CAIDA_class|Transit/Access
26358|CAIDA_class|Enterpise
26362|CAIDA_class|Enterpise
26363|manual_class|Enterpise
26364|CAIDA_class|Enterpise
26365|CAIDA_class|Enterpise
26366|CAIDA_class|Enterpise
26367|CAIDA_class|Transit/Access
26369|CAIDA_class|Enterpise
26370|CAIDA_class|Enterpise
26371|CAIDA_class|Transit/Access
26372|CAIDA_class|Enterpise
26373|CAIDA_class|Enterpise
26375|CAIDA_class|Transit/Access
26376|CAIDA_class|Enterpise
26377|CAIDA_class|Enterpise
26378|CAIDA_class|Enterpise
26380|CAIDA_class|Content
26381|CAIDA_class|Enterpise
26382|CAIDA_class|Enterpise
26385|CAIDA_class|Transit/Access
26386|CAIDA_class|Enterpise
26387|CAIDA_class|Enterpise
26390|CAIDA_class|Transit/Access
26391|CAIDA_class|Enterpise
26393|CAIDA_class|Enterpise
26394|CAIDA_class|Transit/Access
26395|CAIDA_class|Enterpise
26396|CAIDA_class|Transit/Access
26397|CAIDA_class|Transit/Access
26399|CAIDA_class|Transit/Access
26402|CAIDA_class|Enterpise
26403|CAIDA_class|Transit/Access
26404|CAIDA_class|Enterpise
26405|CAIDA_class|Enterpise
26406|CAIDA_class|Transit/Access
26407|CAIDA_class|Transit/Access
26410|CAIDA_class|Enterpise
26411|CAIDA_class|Enterpise
26413|CAIDA_class|Transit/Access
26414|CAIDA_class|Enterpise
26415|CAIDA_class|Transit/Access
26417|CAIDA_class|Enterpise
26419|CAIDA_class|Enterpise
26421|CAIDA_class|Transit/Access
26422|CAIDA_class|Content
26423|CAIDA_class|Enterpise
26424|CAIDA_class|Enterpise
26425|CAIDA_class|Enterpise
26426|CAIDA_class|Transit/Access
26427|manual_class|Enterpise
26428|CAIDA_class|Enterpise
26429|CAIDA_class|Enterpise
26430|CAIDA_class|Enterpise
26431|CAIDA_class|Enterpise
26432|CAIDA_class|Enterpise
26433|CAIDA_class|Enterpise
26435|CAIDA_class|Enterpise
26437|CAIDA_class|Enterpise
26438|CAIDA_class|Transit/Access
26439|CAIDA_class|Transit/Access
26440|CAIDA_class|Enterpise
26441|CAIDA_class|Enterpise
26442|CAIDA_class|Enterpise
26443|CAIDA_class|Enterpise
26444|CAIDA_class|Enterpise
26445|CAIDA_class|Enterpise
26446|CAIDA_class|Transit/Access
26447|CAIDA_class|Enterpise
26448|CAIDA_class|Enterpise
26449|CAIDA_class|Transit/Access
26451|CAIDA_class|Transit/Access
26452|CAIDA_class|Transit/Access
26453|CAIDA_class|Enterpise
26454|CAIDA_class|Enterpise
26455|CAIDA_class|Enterpise
26456|CAIDA_class|Enterpise
26458|peerDB_class|Content
26459|CAIDA_class|Enterpise
26461|CAIDA_class|Enterpise
26462|CAIDA_class|Transit/Access
26463|CAIDA_class|Transit/Access
26464|CAIDA_class|Content
26465|CAIDA_class|Enterpise
26467|CAIDA_class|Enterpise
26470|CAIDA_class|Enterpise
26471|CAIDA_class|Enterpise
26472|CAIDA_class|Transit/Access
26476|CAIDA_class|Enterpise
26477|CAIDA_class|Enterpise
26478|CAIDA_class|Enterpise
26479|peerDB_class|Transit/Access
26480|CAIDA_class|Transit/Access
26481|CAIDA_class|Content
26482|CAIDA_class|Enterpise
26483|CAIDA_class|Enterpise
26484|CAIDA_class|Content
26485|CAIDA_class|Enterpise
26487|CAIDA_class|Enterpise
26488|CAIDA_class|Transit/Access
26489|CAIDA_class|Enterpise
26490|CAIDA_class|Enterpise
26491|CAIDA_class|Enterpise
26493|CAIDA_class|Transit/Access
26495|CAIDA_class|Enterpise
26496|peerDB_class|Content
26497|CAIDA_class|Enterpise
26498|CAIDA_class|Transit/Access
26500|CAIDA_class|Enterpise
26501|CAIDA_class|Transit/Access
26503|CAIDA_class|Enterpise
26504|CAIDA_class|Transit/Access
26505|CAIDA_class|Content
26507|CAIDA_class|Enterpise
26508|CAIDA_class|Enterpise
26510|CAIDA_class|Enterpise
26511|CAIDA_class|Enterpise
26512|CAIDA_class|Enterpise
26516|CAIDA_class|Enterpise
26517|CAIDA_class|Enterpise
26518|CAIDA_class|Transit/Access
26519|CAIDA_class|Enterpise
26520|CAIDA_class|Enterpise
26521|CAIDA_class|Transit/Access
26522|CAIDA_class|Enterpise
26523|CAIDA_class|Transit/Access
26524|CAIDA_class|Enterpise
26526|CAIDA_class|Enterpise
26529|CAIDA_class|Enterpise
26531|peerDB_class|Transit/Access
26532|CAIDA_class|Enterpise
26534|CAIDA_class|Enterpise
26535|CAIDA_class|Enterpise
26536|CAIDA_class|Enterpise
26537|CAIDA_class|Enterpise
26538|CAIDA_class|Enterpise
26539|CAIDA_class|Enterpise
26540|CAIDA_class|Enterpise
26541|CAIDA_class|Enterpise
26542|CAIDA_class|Enterpise
26543|CAIDA_class|Enterpise
26545|CAIDA_class|Enterpise
26546|peerDB_class|Transit/Access
26548|CAIDA_class|Transit/Access
26549|peerDB_class|Content
26550|CAIDA_class|Enterpise
26551|CAIDA_class|Enterpise
26552|CAIDA_class|Enterpise
26553|CAIDA_class|Enterpise
26554|peerDB_class|Transit/Access
26555|CAIDA_class|Enterpise
26557|CAIDA_class|Transit/Access
26558|CAIDA_class|Transit/Access
26561|CAIDA_class|Enterpise
26562|CAIDA_class|Enterpise
26564|CAIDA_class|Enterpise
26565|CAIDA_class|Enterpise
26566|CAIDA_class|Transit/Access
26567|CAIDA_class|Enterpise
26569|CAIDA_class|Enterpise
26570|CAIDA_class|Enterpise
26571|CAIDA_class|Enterpise
26572|CAIDA_class|Enterpise
26573|CAIDA_class|Enterpise
26575|CAIDA_class|Enterpise
26577|CAIDA_class|Transit/Access
26578|CAIDA_class|Enterpise
26579|CAIDA_class|Enterpise
26580|CAIDA_class|Enterpise
26582|CAIDA_class|Enterpise
26584|CAIDA_class|Enterpise
26585|CAIDA_class|Transit/Access
26587|CAIDA_class|Enterpise
26588|CAIDA_class|Enterpise
26589|CAIDA_class|Enterpise
26591|manual_class|Enterpise
26592|peerDB_class|Transit/Access
26593|CAIDA_class|Transit/Access
26594|CAIDA_class|Enterpise
26595|CAIDA_class|Enterpise
26596|CAIDA_class|Transit/Access
26598|CAIDA_class|Enterpise
26599|CAIDA_class|Transit/Access
26604|CAIDA_class|Enterpise
26605|CAIDA_class|Enterpise
26606|CAIDA_class|Transit/Access
26607|CAIDA_class|Transit/Access
26608|peerDB_class|Transit/Access
26609|peerDB_class|Transit/Access
26610|CAIDA_class|Transit/Access
26611|CAIDA_class|Transit/Access
26613|CAIDA_class|Transit/Access
26615|peerDB_class|Transit/Access
26616|CAIDA_class|Enterpise
26617|CAIDA_class|Transit/Access
26618|CAIDA_class|Enterpise
26619|CAIDA_class|Transit/Access
26620|CAIDA_class|Enterpise
26621|CAIDA_class|Enterpise
26622|peerDB_class|Transit/Access
26623|CAIDA_class|Enterpise
26628|CAIDA_class|Transit/Access
26629|CAIDA_class|Enterpise
26630|CAIDA_class|Enterpise
26631|CAIDA_class|Enterpise
26633|CAIDA_class|Transit/Access
26636|CAIDA_class|Enterpise
26638|CAIDA_class|Enterpise
26639|CAIDA_class|Enterpise
26640|CAIDA_class|Transit/Access
26642|CAIDA_class|Transit/Access
26644|CAIDA_class|Transit/Access
26646|CAIDA_class|Content
26647|CAIDA_class|Enterpise
26648|CAIDA_class|Enterpise
26649|CAIDA_class|Transit/Access
26650|CAIDA_class|Enterpise
26651|CAIDA_class|Enterpise
26652|CAIDA_class|Transit/Access
26653|CAIDA_class|Enterpise
26654|CAIDA_class|Enterpise
26656|CAIDA_class|Enterpise
26657|CAIDA_class|Enterpise
26658|CAIDA_class|Transit/Access
26660|CAIDA_class|Enterpise
26661|CAIDA_class|Transit/Access
26662|CAIDA_class|Enterpise
26663|CAIDA_class|Enterpise
26664|CAIDA_class|Enterpise
26665|CAIDA_class|Content
26666|CAIDA_class|Enterpise
26667|peerDB_class|Content
26668|CAIDA_class|Transit/Access
26669|CAIDA_class|Enterpise
26670|CAIDA_class|Enterpise
26671|CAIDA_class|Enterpise
26672|CAIDA_class|Enterpise
26673|CAIDA_class|Enterpise
26674|CAIDA_class|Transit/Access
26675|CAIDA_class|Enterpise
26677|CAIDA_class|Transit/Access
26679|peerDB_class|Content
26680|CAIDA_class|Enterpise
26681|CAIDA_class|Enterpise
26682|CAIDA_class|Enterpise
26685|CAIDA_class|Enterpise
26686|CAIDA_class|Transit/Access
26688|CAIDA_class|Enterpise
26689|peerDB_class|Content
26691|manual_class|Enterpise
26694|CAIDA_class|Enterpise
26695|CAIDA_class|Enterpise
26696|CAIDA_class|Enterpise
26697|CAIDA_class|Enterpise
26700|CAIDA_class|Enterpise
26701|CAIDA_class|Enterpise
26704|CAIDA_class|Enterpise
26705|CAIDA_class|Enterpise
26707|CAIDA_class|Enterpise
26708|CAIDA_class|Enterpise
26709|CAIDA_class|Enterpise
26710|CAIDA_class|Enterpise
26711|CAIDA_class|Transit/Access
26712|CAIDA_class|Enterpise
26713|CAIDA_class|Transit/Access
26714|CAIDA_class|Enterpise
26715|CAIDA_class|Enterpise
26716|CAIDA_class|Enterpise
26717|manual_class|Enterpise
26718|CAIDA_class|Enterpise
26720|CAIDA_class|Enterpise
26721|CAIDA_class|Enterpise
26722|CAIDA_class|Enterpise
26723|CAIDA_class|Transit/Access
26724|CAIDA_class|Transit/Access
26725|CAIDA_class|Transit/Access
26726|CAIDA_class|Enterpise
26727|CAIDA_class|Transit/Access
26729|CAIDA_class|Transit/Access
26730|CAIDA_class|Enterpise
26731|CAIDA_class|Enterpise
26732|CAIDA_class|Enterpise
26733|CAIDA_class|Transit/Access
26734|CAIDA_class|Enterpise
26735|CAIDA_class|Transit/Access
26736|CAIDA_class|Enterpise
26738|CAIDA_class|Enterpise
26739|CAIDA_class|Transit/Access
26740|CAIDA_class|Enterpise
26741|CAIDA_class|Enterpise
26742|CAIDA_class|Enterpise
26743|CAIDA_class|Enterpise
26744|peerDB_class|Transit/Access
26745|CAIDA_class|Enterpise
26746|CAIDA_class|Enterpise
26748|CAIDA_class|Enterpise
26749|CAIDA_class|Enterpise
26750|CAIDA_class|Enterpise
26751|CAIDA_class|Enterpise
26753|peerDB_class|Transit/Access
26754|CAIDA_class|Enterpise
26757|CAIDA_class|Enterpise
26758|CAIDA_class|Transit/Access
26759|CAIDA_class|Enterpise
26760|CAIDA_class|Transit/Access
26761|CAIDA_class|Enterpise
26763|CAIDA_class|Enterpise
26764|CAIDA_class|Enterpise
26766|CAIDA_class|Enterpise
26767|CAIDA_class|Enterpise
26768|CAIDA_class|Enterpise
26769|peerDB_class|Transit/Access
26772|CAIDA_class|Enterpise
26773|peerDB_class|Transit/Access
26775|CAIDA_class|Enterpise
26776|CAIDA_class|Enterpise
26777|CAIDA_class|Enterpise
26778|CAIDA_class|Enterpise
26779|peerDB_class|Enterpise
26780|CAIDA_class|Enterpise
26781|CAIDA_class|Enterpise
26782|CAIDA_class|Enterpise
26783|CAIDA_class|Transit/Access
26784|CAIDA_class|Transit/Access
26785|peerDB_class|Transit/Access
26787|CAIDA_class|Enterpise
26788|peerDB_class|Transit/Access
26789|CAIDA_class|Enterpise
26790|peerDB_class|Transit/Access
26792|peerDB_class|Transit/Access
26793|CAIDA_class|Transit/Access
26794|CAIDA_class|Transit/Access
26795|CAIDA_class|Enterpise
26796|CAIDA_class|Enterpise
26799|CAIDA_class|Enterpise
26801|peerDB_class|Transit/Access
26802|CAIDA_class|Enterpise
26803|peerDB_class|Transit/Access
26804|CAIDA_class|Transit/Access
26805|CAIDA_class|Enterpise
26806|CAIDA_class|Transit/Access
26808|CAIDA_class|Enterpise
26809|manual_class|Enterpise
26810|CAIDA_class|Transit/Access
26811|CAIDA_class|Enterpise
26812|CAIDA_class|Enterpise
26813|CAIDA_class|Enterpise
26814|CAIDA_class|Enterpise
26815|CAIDA_class|Enterpise
26817|CAIDA_class|Enterpise
26818|CAIDA_class|Transit/Access
26819|CAIDA_class|Transit/Access
26821|CAIDA_class|Enterpise
26822|CAIDA_class|Enterpise
26823|CAIDA_class|Enterpise
26827|peerDB_class|Transit/Access
26828|CAIDA_class|Enterpise
26830|CAIDA_class|Enterpise
26831|CAIDA_class|Transit/Access
26832|CAIDA_class|Transit/Access
26833|CAIDA_class|Enterpise
26835|CAIDA_class|Enterpise
26836|CAIDA_class|Transit/Access
26838|peerDB_class|Enterpise
26839|CAIDA_class|Enterpise
26840|CAIDA_class|Enterpise
26841|CAIDA_class|Enterpise
26842|CAIDA_class|Enterpise
26843|CAIDA_class|Enterpise
26844|CAIDA_class|Transit/Access
26845|CAIDA_class|Enterpise
26847|CAIDA_class|Enterpise
26848|CAIDA_class|Enterpise
26849|CAIDA_class|Enterpise
26850|CAIDA_class|Enterpise
26851|CAIDA_class|Transit/Access
26852|manual_class|Enterpise
26854|CAIDA_class|Transit/Access
26856|CAIDA_class|Enterpise
26857|CAIDA_class|Enterpise
26858|CAIDA_class|Enterpise
26859|CAIDA_class|Enterpise
26860|CAIDA_class|Transit/Access
26861|CAIDA_class|Enterpise
26862|CAIDA_class|Transit/Access
26863|CAIDA_class|Enterpise
26864|CAIDA_class|Enterpise
26866|CAIDA_class|Enterpise
26867|CAIDA_class|Enterpise
26868|CAIDA_class|Enterpise
26869|CAIDA_class|Transit/Access
26871|CAIDA_class|Transit/Access
26873|CAIDA_class|Transit/Access
26876|CAIDA_class|Transit/Access
26878|CAIDA_class|Transit/Access
26879|CAIDA_class|Enterpise
26881|CAIDA_class|Transit/Access
26882|CAIDA_class|Transit/Access
26883|CAIDA_class|Enterpise
26884|CAIDA_class|Enterpise
26885|CAIDA_class|Enterpise
26886|CAIDA_class|Content
26889|manual_class|Enterpise
26890|CAIDA_class|Enterpise
26891|CAIDA_class|Transit/Access
26893|CAIDA_class|Enterpise
26894|CAIDA_class|Transit/Access
26895|CAIDA_class|Transit/Access
26896|CAIDA_class|Transit/Access
26897|CAIDA_class|Enterpise
26898|manual_class|Enterpise
26899|CAIDA_class|Enterpise
26900|CAIDA_class|Enterpise
26903|CAIDA_class|Transit/Access
26904|CAIDA_class|Enterpise
26905|CAIDA_class|Enterpise
26906|CAIDA_class|Enterpise
26907|CAIDA_class|Enterpise
26909|CAIDA_class|Transit/Access
26910|CAIDA_class|Transit/Access
26911|CAIDA_class|Enterpise
26913|CAIDA_class|Enterpise
26914|peerDB_class|Content
26915|CAIDA_class|Enterpise
26916|CAIDA_class|Enterpise
26917|CAIDA_class|Enterpise
26918|peerDB_class|Content
26919|CAIDA_class|Transit/Access
26920|CAIDA_class|Enterpise
26921|CAIDA_class|Transit/Access
26922|CAIDA_class|Enterpise
26925|CAIDA_class|Transit/Access
26926|CAIDA_class|Enterpise
26927|CAIDA_class|Enterpise
26928|CAIDA_class|Enterpise
26929|CAIDA_class|Transit/Access
26931|CAIDA_class|Enterpise
26932|CAIDA_class|Transit/Access
26934|CAIDA_class|Transit/Access
26935|peerDB_class|Transit/Access
26936|CAIDA_class|Enterpise
26937|CAIDA_class|Enterpise
26938|CAIDA_class|Transit/Access
26939|CAIDA_class|Enterpise
26940|CAIDA_class|Enterpise
26941|CAIDA_class|Enterpise
26944|CAIDA_class|Enterpise
26946|manual_class|Enterpise
26948|CAIDA_class|Transit/Access
26949|CAIDA_class|Transit/Access
26950|CAIDA_class|Enterpise
26952|CAIDA_class|Enterpise
26953|CAIDA_class|Transit/Access
26954|CAIDA_class|Transit/Access
26955|CAIDA_class|Enterpise
26956|CAIDA_class|Enterpise
26957|CAIDA_class|Enterpise
26958|CAIDA_class|Enterpise
26959|CAIDA_class|Transit/Access
26960|CAIDA_class|Transit/Access
26961|CAIDA_class|Enterpise
26962|CAIDA_class|Transit/Access
26963|CAIDA_class|Enterpise
26964|CAIDA_class|Enterpise
26965|CAIDA_class|Enterpise
26966|CAIDA_class|Enterpise
26967|CAIDA_class|Transit/Access
26968|CAIDA_class|Enterpise
26969|CAIDA_class|Enterpise
26970|CAIDA_class|Enterpise
26971|CAIDA_class|Transit/Access
26972|peerDB_class|Transit/Access
26974|CAIDA_class|Enterpise
26975|CAIDA_class|Enterpise
26976|CAIDA_class|Enterpise
26977|CAIDA_class|Enterpise
26978|CAIDA_class|Transit/Access
26979|CAIDA_class|Enterpise
26980|CAIDA_class|Enterpise
26981|manual_class|Enterpise
26983|CAIDA_class|Enterpise
26985|CAIDA_class|Transit/Access
26986|CAIDA_class|Enterpise
26987|CAIDA_class|Enterpise
26988|manual_class|Enterpise
26989|CAIDA_class|Enterpise
26990|CAIDA_class|Enterpise
26991|CAIDA_class|Enterpise
26992|manual_class|Enterpise
26993|CAIDA_class|Enterpise
26994|CAIDA_class|Enterpise
26995|CAIDA_class|Enterpise
26996|CAIDA_class|Transit/Access
26997|CAIDA_class|Enterpise
26998|CAIDA_class|Enterpise
27000|CAIDA_class|Enterpise
27002|CAIDA_class|Enterpise
27003|CAIDA_class|Enterpise
27004|CAIDA_class|Enterpise
27005|CAIDA_class|Transit/Access
27006|CAIDA_class|Transit/Access
27007|CAIDA_class|Enterpise
27008|peerDB_class|Transit/Access
27010|CAIDA_class|Enterpise
27011|CAIDA_class|Enterpise
27012|CAIDA_class|Enterpise
27013|CAIDA_class|Enterpise
27014|CAIDA_class|Enterpise
27015|CAIDA_class|Enterpise
27017|CAIDA_class|Transit/Access
27018|CAIDA_class|Enterpise
27019|CAIDA_class|Enterpise
27020|CAIDA_class|Enterpise
27021|CAIDA_class|Enterpise
27022|CAIDA_class|Enterpise
27023|CAIDA_class|Enterpise
27024|CAIDA_class|Enterpise
27025|CAIDA_class|Enterpise
27026|CAIDA_class|Transit/Access
27027|CAIDA_class|Enterpise
27028|CAIDA_class|Enterpise
27029|CAIDA_class|Enterpise
27030|CAIDA_class|Transit/Access
27031|CAIDA_class|Enterpise
27033|CAIDA_class|Transit/Access
27034|CAIDA_class|Transit/Access
27044|CAIDA_class|Transit/Access
27046|CAIDA_class|Transit/Access
27047|CAIDA_class|Transit/Access
27051|CAIDA_class|Transit/Access
27052|CAIDA_class|Transit/Access
27064|CAIDA_class|Transit/Access
27065|CAIDA_class|Transit/Access
27066|CAIDA_class|Transit/Access
27067|CAIDA_class|Transit/Access
27069|CAIDA_class|Transit/Access
27079|CAIDA_class|Transit/Access
27085|CAIDA_class|Transit/Access
27086|CAIDA_class|Transit/Access
27094|CAIDA_class|Enterpise
27136|CAIDA_class|Transit/Access
27137|CAIDA_class|Transit/Access
27138|CAIDA_class|Transit/Access
27139|CAIDA_class|Transit/Access
27142|CAIDA_class|Transit/Access
27149|CAIDA_class|Enterpise
27152|CAIDA_class|Transit/Access
27153|CAIDA_class|Enterpise
27154|CAIDA_class|Transit/Access
27155|CAIDA_class|Enterpise
27156|CAIDA_class|Enterpise
27161|CAIDA_class|Enterpise
27167|CAIDA_class|Enterpise
27168|CAIDA_class|Enterpise
27169|CAIDA_class|Transit/Access
27170|CAIDA_class|Enterpise
27172|CAIDA_class|Enterpise
27173|CAIDA_class|Enterpise
27174|CAIDA_class|Enterpise
27175|CAIDA_class|Enterpise
27176|CAIDA_class|Transit/Access
27178|CAIDA_class|Enterpise
27180|CAIDA_class|Enterpise
27181|CAIDA_class|Transit/Access
27182|CAIDA_class|Enterpise
27183|CAIDA_class|Enterpise
27185|CAIDA_class|Enterpise
27186|CAIDA_class|Enterpise
27187|CAIDA_class|Enterpise
27188|CAIDA_class|Enterpise
27190|CAIDA_class|Transit/Access
27192|CAIDA_class|Transit/Access
27193|peerDB_class|Transit/Access
27195|CAIDA_class|Transit/Access
27197|CAIDA_class|Transit/Access
27199|CAIDA_class|Enterpise
27200|CAIDA_class|Transit/Access
27201|CAIDA_class|Enterpise
27202|CAIDA_class|Transit/Access
27203|CAIDA_class|Enterpise
27204|CAIDA_class|Transit/Access
27205|CAIDA_class|Transit/Access
27207|CAIDA_class|Enterpise
27208|CAIDA_class|Enterpise
27209|CAIDA_class|Transit/Access
27210|CAIDA_class|Enterpise
27211|CAIDA_class|Enterpise
27213|CAIDA_class|Enterpise
27214|CAIDA_class|Enterpise
27216|CAIDA_class|Transit/Access
27217|CAIDA_class|Enterpise
27218|CAIDA_class|Enterpise
27219|CAIDA_class|Enterpise
27221|CAIDA_class|Transit/Access
27222|CAIDA_class|Enterpise
27223|CAIDA_class|Transit/Access
27224|CAIDA_class|Enterpise
27225|CAIDA_class|Enterpise
27226|CAIDA_class|Enterpise
27227|CAIDA_class|Enterpise
27228|CAIDA_class|Enterpise
